Movie,Year,Certificate,Genre,Overview,Runtime,Rating,ratings_count
Mangamma Gari Manavadu,1984,U,Drama,Veeranna and Malli loves each other. But things changes a lot when Veeranna returns home from military service.,129,7.5,98
Yudda Bhoomi,1988,U,"Action, Drama","Army Office Vijay comes to his village for a vacation. On seeing the bad state of his village, he stands up against the atrocities that people face because of the evil landlord rayudu.",144,7.7,97
Rayalaseema Love Story,2019,A,Drama,Rayalaseema Love Story is a thrilling combination of romance and action directed by Ram Ranadheer.,154,6.2,96
Manmatha Leelai,1976,A,"Comedy, Musical, Romance",It is about a married man involving in romantic escapades outside marriage and learns his mistakes in the end.,161,7.5,96
Emo Gurram Egaravachu,2014,UA,Drama,"In order to obtain a US visa, Bullebbai agrees to marry a woman who has an agenda of her own",144,5.6,95
Valayam,2020,UA,Mystery,"When his wife goes missing, Arvind must solve the mystery of her disappearance before time runs out and he becomes the prime suspect.",140,7.0,95
State Rowdy,1989,U,"Action, Crime, Drama","The story of aspiring police officer, Prithviraj, who lives a poor lifestyle with his widowed mother; loves Radha, his neighbor, who is employed as the Secretary in the Police Department. ...                See full summary »",147,7.3,95
Aradhana,1987,U,"Musical, Romance",An illiterate thug is inspired to change his ways when he meets a pretty schoolteacher.,141,7.5,95
Idhi Mamulu Prema Katha Kaadu,2012,U,Romance,Life as seen through the eyes of two adolescents.,127,6.7,94
Kabaddi Kabaddi,2003,U,"Comedy, Drama, Romance","Mambully Madhavan Kutty (Kalabhavan Mani) has quite a few old scores to settle with Mambully Vijayan (Mukesh), his illegitimate brother. Despite his lesser standing, Vijayan gets to set ...                See full summary »",137,6.7,94
Muthyala Muggu,1975,U,Family,A boy and a girl decide to bring their separated parents back together. To do that they must overcome a devious villain who masterminded their separation.,165,7.4,94
Pelli Sandadi,1996,U,"Musical, Romance",A musician finds the love of his life whom he saw in a dream but his marriage has already been arranged to another girl.,0,7.4,93
Idi Ma Prema Katha,2017,U,Romance,"Idhi Maa Prema Katha is a Telugu movie starring Anchor Ravi and Meghana Lokesh in prominent roles. The movie also stars Prabhas Sreenu, Priyadarshi Pulikonda, Tulasi Shivamani and Vizag ...                See full summary »",141,8.1,92
Babu Baga Busy,2017,A,Comedy,A man's sexual affairs with different woman in different stages of life comes to an end when he meets a girl accidentally.,126,6.4,92
S. P. Parasuram,1996,U,"Action, Drama",A strict Police officer tries to go after criminals but ends up as the bodyguard of a minister whom he had jailed in the past for being a rowdy sheeter.,140,6.0,92
Mantra,2007,A,"Crime, Thriller",Mantra wants to sell her ancestral home. The place is haunted and the buyer wants someone to stay in the house for 3 months. Mantra decides to stay in the home and rest of the story is how they uncover the mystery of the home.,128,6.8,91
Choopulu Kalasina Subhavela,1988,U,"Comedy, Drama","""Anand Mohan (Mohan) works as a manager in a company owned by Pandurangam (Suthi Veerabhadra Rao). Padma (Ashwini) daughter of Pandurangam's brother Nagalingam (Nutan Prasad) stays in his ...                See full summary »",122,7.7,91
Manoharam,2000,U,"Action, Drama","The film begins with the ISI moles scheming to destabilize India right in the opening shot, followed by their devastating bomb blasts in Coimbatore and Hyderabad. Basha (Mukesh Rishi) an ...                See full summary »",0,7.1,91
Appu Chesi Pappu Koodu,1959,U,"Comedy, Drama",Ramadasu wants his son to marry Manjari to acquire her father's properties. But Manjari and Raja love each other. So they both decide to teach a lesson to Ramadasu and his son.,176,8.0,91
Yagnam,2004,UA,Action,Seenu (Gopichand) is a loyal servant and a right-hand of faction leader Reddeppa (Devaraj). He and Sailaja (Sameera Benarjee) - daughter of Reddeppa - grew together. Nayudamma (Vijaya ...                See full summary »,144,6.3,90
Ghatotkachudu,1995,U,"Comedy, Drama, Fantasy","A young girl is targetted for murder by greedy relatives, but protected by a second-tier Hindu God!",0,7.2,90
Jagadeka Veeruni Katha,1961,U,"Drama, Fantasy",The story of a young prince named Prathap who dreams of marrying a Devakanya.,187,7.9,90
Kanyasulkam,1955,U,Drama,Kanyasulkam is an adaptation of the popular Telugu play of same title. The film deals with prejudices of contemporary Indian society such as child marriages.,167,7.9,90
Snehamera Jeevitham,2017,A,Action,It's about friendship between two friends and how their life changes when a new girl comes into their life and how their friendship will be impacted upon her arrival where a tiny misunderstanding leads to a war between two close friends.,130,8.3,89
Per Sollum Pillai,1987,U,"Action, Drama, Family","Per Sollum Pillai has Kamal Haasan, Ramu as an orphan, who is adopted by a wealthy family. He gets adopted into the family when he saves the entire family from being deliberately poisoned ...                See full summary »",134,6.9,89
Fitting Master,2009,UA,"Action, Comedy, Crime",Will Meghna continue to love Sampath after he kills her brother?,146,5.5,88
Operation Duryodhana,2007,A,"Action, Crime, Drama","Based on 2005 sting operation in Andhra Pradesh, where a police officer unearth the political scams.",157,5.8,88
Prema,1989,U,"Drama, Romance","Magi, a Christian girl, falls in love with Pridhvi, a Hindu boy. Consequently, the couple face numerous hurdles on their way. Will they overcome the obstacles and unite?",156,7.7,88
Mooga Manasulu,1964,U,Drama,"This film is based on "" Reincarnation """,164,7.7,88
Tandra Paparayudu,1986,U,"Action, Biography, Drama",The story of an Indian Freedom fighter who fought the French even before the British could establish their authority in India,0,7.9,88
Nireekshana,1982,A,"Drama, Romance",A forest officer sentenced for 20years who loved a tribal girl in forest.,0,7.4,88
Premaabhishekam,1981,U,"Drama, Musical, Romance","Rajesh loves Devi but discovers that he has cancer. He decides to avoid her and acts rude so that she can marry Prasad, her brother's friend.",155,7.7,88
Savaari,2020,UA,Romance,"Raju who rents his Badshah for weddings, meets Baagi who has been in quench of real love after her step-parents try to get her married against her wish. How did she escape that marriage is the crux of the story.",153,6.7,87
Maharasan,1993,U,"Comedy, Drama","Watch the full movie, Maharasan, only on Eros Now. Maharasan is a 1993 Indian Tamil film, directed by G.N. Rangarajan and produced by Kamal Hassan. The film stars Kamal Hassan, Bhanupriya ...                See full summary »",144,6.3,87
Chakravarthy,1987,U,"Action, Crime, Drama","Anji and his sister Laxmi take care of the orphanage run by Swamiji. As Anji and Swamiji face charges for crimes they did not commit, Anji in a disguise,as chakravarthy, sets out on a quest for truth.",136,8.0,87
Pandava Vanavasamu,1965,U,"Drama, Fantasy","The story of this film is based on the epic book "" The Mahabharata """,188,8.1,86
Mechanic Alludu,1993,U,Comedy,"Ravi, unemployed, joins as a Mechanic in Jagannatham's Garage. Later, Ravi discovers that Jagannatham is his uncle and he was framed for murder by his father Narayana. Ravi then joins hands with Jagannatham to teach his father a lesson.",147,6.3,86
Kondaveeti Simham,1981,U,"Action, Drama, Family","The story of a sincere police officer who do anything for justice. But in this process, he faces several hurdles from his enemies and from his own son too. He need to overcome them.",163,7.5,86
Show,2002,U,"Comedy, Drama","About life, its contradictions. ""Life is a drama and we are all actors"" is reflected in this film.",120,7.0,85
Edurinti Mogudu Pakkinti Pellam,1991,U,Comedy,"Badhalabandee Vara Prasad alias Bava is a very big miser, his wife Jayalakshmi (Divyavani) is a spendthrift woman. Jaya not able to tolerate her husband's stingy attitude and leaves the ...                See full summary »",135,7.5,85
Donga,1985,U,"Action, Drama","When her husband is attacked by the goons, Sharada hides baby Chiranjeevi in a bush and runs away to escape the goons. He was found of an elephant who raises him as his own child in the ...                See full summary »",146,7.2,85
Aakhari Poratam,1988,A,"Action, Drama, Thriller",The story is about CBI officer Pravallika (Sridevi) trying to expose the illegal activities of a notorious criminal Anantananda Swamy (Amrish Puri). Stage artiste Vihari (Akkineni Nagarjuna) helps Pravallika in this mission.,0,7.2,85
Sri Krishna Pandaveeyam,1966,U,"Drama, Musical","This film is mainly based on the adhi parva and the first half of the sabha parva in the epic book "" The Mahabharata """,187,7.9,84
Nakshatram,2017,UA,Action,A police aspirant dons the uniform of a sincere police officer who goes missing and unfolds the nexus behind the officer's sudden disappearance.,167,4.3,83
Pellaina Kothalo,2006,U,Drama,A prosperous couple struggle for dominance.,180,6.2,82
Anukunnadi Okkati Ayyindhi Okati,2020,A,"Comedy, Crime, Drama","The story of four metropolitan girls who are very close to each other from childhood. A Journalist, a fashion designer working for movies, a software engineer and a home maker are these girls.",122,5.6,82
Karthavyam,1990,A,"Action, Drama",Vyjayanthi (Vijaya Santhi) is an Assistant Superintendent of Police and a sincere cop who strives to confront a corrupt local leader Muddukrishnayya and his son's atrocities. Karthavyam is ...                See full summary »,145,7.0,82
Neeya,1979,U,"Drama, Fantasy, Musical","After Kamal's friends accidentally kill a female serpent, another female serpent follows them and kills them one-by-one, before disguising herself into a human being to kill Kamal.",137,6.2,83
Sri Shirdi Saibaba Mahathyam,1986,U,Drama,"During the Devrajya it was Bhagwan Shri Vishnu who ruled the universe in the form of Bhagwan Shri Ram; then during the Manavraj, where he ruled as Bhagwan Shri Kishan; in the Kalyug (dark ...                See full summary »",0,7.7,80
Anthuleni Katha,1976,U,"Drama, Family",The story of an elder sister trying to run a family devoid of father and a useless brother.,0,7.7,80
Mithai,2019,Not Rated,"Crime, Drama, Romance",The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.,140,4.4,79
Luv U Alia,2015,UA,"Family, Romance",Can a boy in love win over his beloved's heart and change her views on love and commitment?,130,5.2,79
Mr. Pellikodukku,2013,U,"Comedy, Drama","A guy falls in love with a girl, but she doesn't want to marry him.",150,5.2,79
Evadi Gola Vadide,2005,UA,"Comedy, Drama, Romance",A lot of hilarious sequences happen when Veera Shankar runs away to Bangkok inorder to escape his marriage.,150,6.4,79
Murali Krishnudu,1988,UA,"Comedy, Romance","Murali Krishnudu is a 1988 Indian Telugu film, Directed by Kodi Ramakrishna and Produced by S Gopal Reddy. The film Stars Nagarjuna, Rajani and G.Maruthi Rao in lead roles. The music of the film was composed by K V Mahadevan.",130,8.1,79
Seetha Rama Kalyanam,1961,U,"Drama, Musical",The film depicts the life of Lord Rama from birth to his marriage with Seetha.,182,7.7,79
Sampoorna Ramayanam,1972,U,"Drama, Family, Fantasy",This film depicts the complete life of Sri Rama.,190,7.7,79
Chuttalabbayi,2016,UA,Action,"A loan recovery agent assists a young woman run away from home, without realizing that she is the sister of a police commissioner, who thinks that they are eloping together. What will the future hold in store for them?",135,6.1,78
Columbus,2015,UA,Comedy,"Ashwin(Sumanth Ashwin) is a college going youth who falls in love with Indu(Mishti). As time passes by, Ashwin leaves all his career goals behind and lives life with only Indu's point of ...                See full summary »",127,6.9,78
Raagala 24 Gantallo,2019,UA,Thriller,A happy wife is accused of her husband's suspicious death.,134,5.7,78
Thipparaa Meesam,2019,UA,Romance,"An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",152,6.4,77
Sitaara,1983,U,"Drama, Romance","Sitaara becomes a film star with the help of Devdas who likes her. She had loved Raju who is believed dead. When her past about her brother gets exposed, she is dejected. Devdas learns that Raju is alive and strives to get them reunited.",144,7.6,77
Chettaniki Kallu Levu,1981,A,"Action, Drama, Crime","As a young boy, Chiranjeevi sees the murder of his father and sister, but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ...                See full summary »",141,7.8,77
Om 3D,2013,UA,"Action, Thriller","Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth.",107,5.5,76
Samanyudu,2006,UA,Action,Chandra is the editor of the newspaper 'Addam'. He has a gang of friends who help him with the operations. Chandra is a victim of home minister Raju who murdered his father. Chandra wants ...                See full summary »,0,7.2,76
Gandeevam,1994,U,Drama,"The story opens with Chakravarthy (Akkineni Nageswara Rao), a millionaire who has everything in his life. He is a successful businessman and has achieved everything in his life, but he ...                See full summary »",0,6.5,76
Punnami Naagu,1980,U,"Drama, Horror","Naagulu is forced to consume poison since childhood by his father making him immune to the snake bite. On every full moon day , Naagulu searches for a woman and kills her . One day, he ...                See full summary »",130,7.4,76
Avakai Biryani,2008,U,"Family, Romance","Lakshmi, a Brahmin girl who dreams to be an entrepreneur, and, Akbar, a Muslim auto driver who hopes to become a commerce graduate , fall in love. Challenges they overcome that stand in their way to become ONE.",0,6.9,75
Padaharella Vayasu,1978,U,Drama,Angara satyam is the producer of this movie,140,7.7,75
Superman,1980,Unrated,"Fantasy, Musical, Sci-Fi",An alien orphan is sent to earth where he becomes a superhero.,135,4.9,72
Justice Chowdhary,1982,U,"Action, Drama",A sincere lawyer R. K. Chowdhary faces a lot of problems from a gangster Papa Rao after winning a case against him.,141,6.9,72
Nandhi,2002,UA,"Action, Drama","A murderer, wants an honest peaceful life, go to law college to complete his graduation.",125,7.2,71
Sons of Ram,2012,U,"Animation, Drama, Musical","Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summary »",85,6.5,71
Vetagadu,1979,U,"Action, Drama",Raja and Roja love each other. But Roja's father disagrees their relationship as he misunderstands that Raja's father cheated him. So Raja need to prove his father's innocence.,161,6.9,71
Sher,2015,UA,Action,A working-class hero with the heart of a tiger rubs a gangster the wrong way; the two struggle for dominance for the duration of the movie.,109,4.8,70
Kaamannana Makkalu,2008,UA,"Action, Comedy, Drama","Three thieves Kaamanna and his adopted sons Krishna and Rama, decide to mend their ways.",0,6.8,70
Vinayakudu,2008,U,"Comedy, Romance","Karthik and Kalpana do not get along very well initially but eventually they become friends. When Kalpana breaks off with Rajeev, she gets close to Karthik. But a small misunderstanding ruins all.",133,7.1,70
Kathanam,2019,UA,"Mystery, Thriller",Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.,117,3.9,70
Ramudu Bheemudu,1964,U,"Comedy, Drama",The story of two look alikes Ramudu and Bheemudu.,167,7.5,70
Nagarahaavu,2016,UA,Fantasy,A woman is reborn as a snake to avenge her own murder.,142,5.5,69
Wish You Happy Breakup,2016,UA,"Comedy, Drama, Romance","The story unfolds with 'Someone' about to commit suicide after the girl he loves ditches him. As he prepares to kill himself, he receives a call from his friend who suggests watching a ...                See full summary »",107,7.4,69
Ramudochhadu,1996,U,"Action, Comedy, Drama",A rivalry between two influential families creates a rift between the villagers.,125,6.2,69
Donga Mogudu,1987,U,"Action, Comedy","It is a remake of an English movie, Trading Places(1983) directed by John Landis with the lead roles of Eddie Murphy, Dan Aykroyd and Ralph Bellamy.",168,7.3,69
Rangula Raatnam,2018,U,Romance,"Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, ...                See full summary »",137,6.2,68
Vishwanatha Nayakudu,1987,U,"Action, Drama, History",The story is based on Indian historical events during the 16th century. It narrates the victory of Viswanatha Nayak on his father to express his devotion towards Srikrishnadevaraya. ...                See full summary »,154,7.7,68
Sri Madvirat Veera Brahmendra Swamy Charitra,1984,U,"Drama, History, Musical",The story of this film is based on the life of a well known saint and astrologer Pothuluru Veerabrahmendra Swamy.,173,7.7,68
Brahma,2014,UA,"Action, Comedy, Drama","Bramha (Upendra) a notorious gangster who is a nightmare for politicians and the police. The Police appoint ACP Shinde to nab Bramha, but Brahma escapes to Malaysia on a secret mission ...                See full summary »",0,5.4,67
Madatha Kaaja,2011,UA,Comedy,A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.,141,5.4,67
Dollar Dreams,2000,U,Drama,Youngsters decide whether to make careers and settle down in the United States or in their homeland (India).,100,7.9,67
Vinara sodara veera kumara,2019,UA,"Drama, Romance",Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summary »,0,7.6,67
Onamalu,2012,U,Drama,A Feel Good Heart Touching Movie..Must Watch..!!!!,0,8.0,66
Vaana,2008,U,Romance,The story of a young man who sacrifices his love for the happiness of everyone around him.,0,6.5,66
Madhumasam,2007,U,Romance,"A relationship between two opposites, an overly practical Sanjay and a hopelessly romantic Hamsa",139,6.6,66
Bhakta Prahlada,1932,U,"Drama, Fantasy",Bhakta Prahlada is the first full length Telugu talkie film based on the story of Narasimha and Prahlada in Hindu mythology.,108,7.1,66
Team 5,2017,U,"Adventure, Sport",Akhil who is the back bone of his gang participates in racing tournaments all around the city along with his gang mates. Akhil's life takes a dramatic turn when he falls in love with an event manager Irene.,101,4.4,65
Ice Cream 2,2014,A,"Horror, Thriller",Fate of a short film crew vs burglar crew who just robbed a bank.,87,3.6,65
Visakha Express,2008,A,"Action, Crime, Drama",A mentally imbalanced doctor goes on the run from the police after being accused of killing his alcoholic father.,99,5.0,65
Aaviri,2019,UA,"Drama, Thriller","After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",0,4.5,65
Brindavanam,1992,U,"Comedy, Drama",Panakalu (Satyanarayana) betrays Ravi's (Rajendra Prasad) grandparents and fraudulently occupies their house named Brindavanam. Ravi promises his grandmother that he will take back the ...                See full summary »,153,7.4,65
Rudranetra,1989,U,"Action, Crime, Thriller",Agent Nethra is summoned to stop a maniac out to poison India.,126,6.7,65
Bobbili Puli,1982,A,"Action, Drama",The story of a war-hero who returns to his place only to find the society in a mess and tries to repair it in his own way and ends up getting hanged.,169,7.0,65
Manavoori Pandavulu,1978,U,Drama,5 youngsters come together with help of Krishnamraju to oppose their village sarpanch's cruel deeds. A movie made on the lines of Mahabharatham without all the noise and shouting of a ...                See full summary »,152,8.2,65
Next Nuvve,2017,A,Horror,A hotel business owner (Aadi Sai Kumar) is blackmailed by his partner (Jayaprakash Reddy) to repay his debt in order to save lives of hotel customers.,142,5.8,64
Kalyan Ram Kathi,2010,UA,"Action, Drama","A football player, who's also a protective brother, unleashes his rage when his sister goes missing and is found married to a person harassing her.",129,6.0,64
Bamma Maata Bangaru Baata,1990,U,"Comedy, Drama",Bamma Maata Bangaru Baata movie is a fun ride where Krishna (Rajendra Prasad) marries Seetha (Gouthami) under unavoidable circumstances leaving his grandparents disappointed. They ask him ...                See full summary »,153,7.2,64
Prema Ishq Kaadhal,2013,UA,Drama,"Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life.",140,6.8,63
Galipatam,2014,A,Drama,"Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summary »",135,5.7,63
Avunanna Kadanna,2005,U,Romance,"Mangaraju is the dreaded landlord of Lanka. He forcibly grabs the lands and farms of farmers in Lanka. In the process, he grabs the land of Ravi's father. Ravi grows up in a nearby village....                See full summary »",0,5.7,63
Bava Bava Panneeru,1989,U,Comedy,"Kota Srinivasa Rao is a wealthy man, with poor relatives waiting for him to die so that they can get their hands on his money. Kota wants to get married so that he can leave his health to ...                See full summary »",0,7.5,63
Balakrishnudu,2017,UA,"Action, Comedy, Romance","A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her.",130,4.6,62
Garam,2016,UA,"Action, Romance","An unemployed troublemaker is forced by his father to leave home and go in search of work to the city of Hyderabad, where the youngster promptly falls in love. Can he learn responsibility and protect his loved ones?",147,4.9,61
Kurradu,2009,A,Action,Varun is a youngster from a middle class family. He is passionate about bikes and it's his dream to own a bike. Varun buys a bike and uses it positively to get a job of recovery agent for a...                See full summary »,133,4.5,61
Homam,2008,UA,Action,Telugu version of The Departed.,148,5.8,61
Raahu,2020,A,Thriller,"Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",123,6.6,61
Gulebakavali Katha,1962,U,"Musical, Drama, Fantasy",The adventurous journey of a prince to achieve a magical flower to bring back his father's vision.,0,8.2,61
Trinetrudu,1988,U,"Action, Crime, Thriller",CBI Officer Abhimanyu vows to take out the Drug lord DD and the drug mafia in Goa.,145,7.3,61
Bhale Manchi Chowka Beram,2018,UA,"Comedy, Drama, Thriller",Two friends try to sell country's secrets to terrorists and face some dramatic consequences.,134,6.4,60
Naanna Nenu Naa Boyfriends,2016,UA,Family,Padmavati / Paddu (Hebah Patel) is the adored daughter of Raghava Rao (Rao Ramesh). A Prophesier prophesied Raghava Rao that if he refuses to accept any of her daughter's wish then she will...                See full summary »,140,4.5,60
Basanti,2014,UA,Action,A group of students are taken as hostages in their own 'Basanti College' by a gang of terrorists.,122,6.5,60
Village lo Vinayakudu,2009,U,Action,Karthik (Krishnudu) runs a play school in Hyderabad and his girl friend Kavya is a doctor. Kavya goes to her village Rajolu to stay with her combined family to attend the engagement of her ...                See full summary »,0,6.7,60
Stoovertpuram Police Station,1991,U,"Action, Drama","The village of Stoovertpuram has always lived in fear and loathing of the police, who they see as a major force of oppression, and a toy of the rich, wealthy and influential, and will have ...                See full summary »",148,6.6,60
Mr. Theertha,2010,UA,"Action, Drama, Family","A school teacher wants his son to study mathematics, but he aspires to become a mechanic.",137,6.5,59
Aadu Puli Attam,1977,U,"Action, Drama, Thriller","The movie starts with Madan and Rajini, close associates, playing this game in a bar. When the game is finished, the couple, along with their gang ransack the bar and loot the money. In ...                See full summary »",136,6.6,59
Samsaaram Oka Chadarangam,1987,U,Drama,Maintaining a family is not an easy task. The story of a joint family who need to overcome all the misunderstandings in order to lead a happy life.,0,8.0,59
Driver Ramudu,1979,U,"Action, Drama",Ramu is a truck driver. He is a very honest person. But he gets implicated in a smuggling case. He finally proves his innocence to overcome all the problems.,145,8.1,59
Prema Pipasi,2020,A,Romance,A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.,142,8.2,58
Meghasandesam,1983,U,"Drama, Musical","Ravindra Babu, a great poet marries a simple woman. But things changes a lot after he starts liking another woman.",151,7.5,58
Joker,1993,U,"Drama, Comedy, Family","A philandering architect masquerades as a cook in a colleague's home, in order to woo her.",0,7.1,58
Maa Bhoomi,1979,A,Drama,The film depicts a typical life of villagers under feudalistic society in Telangana region. The film follows the story of a young landless Telangana peasant named Ramaiah (Sai Chand) from ...                See full summary »,158,8.3,58
Kerintha,2015,U,"Drama, Romance",Journey of six students through out their college life where each one has their own issues to deal with.,141,6.5,57
Maro Charitra,2010,U,Romance,Maro Charitra is an adaptation of the classic 1978 film of the same name by K Balachander.,0,3.4,57
Aswamedham,1992,U,"Action, Drama","Abhimanyu (Shobhan Babu) is an honest IPS officer who arrests an international mafia don smuggler Vyaghra (Amrish Puri), but Vyaghra somehow escapes from the prison. Kiriti (Nandamuri ...                See full summary »",0,7.1,57
Terror,2016,UA,"Action, Thriller",A disgraced cop races against time to prevent an imminent terror attack and discovers the involvement of corrupt politicians and officers from his own department.,130,7.1,56
Kashi from Village,2005,U,"Action, Drama","Kashi is a family man, who will go great lengths to do anything for his family.",143,6.6,56
RDX Love,2019,A,Drama,RDX Love talks about Alivelu (Payal) who takes charge of a village and solves their issues against all odds.,145,3.2,56
Classmates,2007,U,"Drama, Mystery, Romance","A group of friends meet after years at their college reunion, where unresolved issues from their past are brought to the fore",156,6.1,56
Sri Krishnarjuna Yudham,1963,U,"Drama, Fantasy, History","After vanquishing the army of the Kauravas, the Pandava Brothers preside over Indraprastha, and Arjun takes a journey to worship Lord Shiva. It is during this journey that he will challenge...                See full summary »",174,8.1,56
Nirmala Convent,2016,UA,Romance,"In this youthful romance, veteran actor Nagarjuna introduces a new actor to Tollywood.",152,6.2,55
Beach Road Chetan,2019,A,"Action, Drama, Sci-Fi","When a happy-go-lucky kind of a guy chances upon a mysterious iPhone, his life turns topsy-turvy to unexpected consequences.",137,7.9,55
Jebu Donga,1987,U,"Action, Comedy, Crime",Does an CBI ploy to use a petty yet sturdy pickpocket as an undercover come to fruition?,143,7.3,55
Thayillamal Nannilai,1979,U,"Action, Drama","Pushpa a captive, quite, simple and beautiful young woman is settled in a quite neighborhood with her father. Pushpa is quite an anxious woman to marry since she has acquire the age. Seeing...                See full summary »",135,6.5,55
Choosi Choodangaane,2020,UA,Romance,"The film portrays Siddu's life through the years, falling in love with Aishwarya for the first time while in college, and later meeting Shruti, a drummer, alongside his struggle to become a fashion photographer.",113,7.1,54
Burra katha,2019,U/A,"Comedy, Romance",Abhi and Ram are two personalities in the same body whose lives get complicated when Abhi falls in love with Happy.,150,5.1,54
Mayabazaar,2006,U,"Comedy, Family","Myth, Magic and Money play some interesting twists in the life of a couple.",150,6.7,54
Panduranga Mahatyam,1957,U,"Drama, History, Musical","Pundarika a young man who is an atheist, neglects his parents and enjoys all the pleasures. Later after loosing his legs, he realizes the true value of his parents and life and comes back to them with repentance.",0,8.2,54
Ankuram,1993,A,Drama,The story of a woman trying to return the child of a naxalite to him.,131,7.9,54
Kurukshetramu,1977,U,"Musical, Drama, Action",Mahabharatha in a nutshell.,0,8.2,53
Chanakya Chandragupta,1977,U,"Action, Drama, History",The story of the courageous king ' Chandragupta ' of the mourya dynasty.,178,7.1,53
Parthal Pasi Theerum,1962,U,"Drama, War","Believing his wife to be dead, a soldier with the British-Indian army marries another woman and moves on. But what happens when he discovers that his wife is actually alive?",159,7.8,53
Malaikottai,2007,U,Action,Anbu gets into a fracas with a local politician and his comic henchmen while trying to save a friend and is arrested.,144,5.2,52
Golmaal Govindam,1992,U,"Comedy, Drama","A trickster blackmails a trio of men, all of whom ill-treated a woman.",128,7.2,52
Taskara,2015,U,Thriller,A mysterious hacker steals 10 trillion rupees from the central bank of his country.,104,6.2,51
Evadithe Nakenti,2007,U,"Action, Crime, Drama",An army officer endangers his life and alienates himself from his family when he decides to fight corruption.,0,6.5,51
Paramanandayya Shishyula Katha,1966,U,"Drama, Musical","After an angel puts a curse on the disciples of a sage, he retaliates by putting a curse on her. When she comes to earth, the curse activates and she loses her memory.",0,8.1,51
Adhugo,2018,UA,Drama,"Bunty, the little pink piglet is the apple of Chanti's (Sathwik) eye. But what happens when this innocent little creature is embroiled with people who each have their own agenda to seek?",110,6.1,50
Raaj,2011,UA,"Drama, Romance",Raaj reluctantly marries Mythili after the woman that he actually loves mysteriously disappears from his life.,155,4.6,50
Screenplay of an Indian Love Story,2020,A,Drama,"An immensely successful film director is getting ready for his latest release when he gets the shock of his life - his wife wants a divorce. He places a condition before her, that the two ...                See full summary »",129,8.9,50
Maavichiguru,1996,U,Drama,"Maavichiguru is a 1996 Indian Telugu film, directed by S.V. Krishna Reddy and Produced by P. Usha Rani . The film stars Jagapathi Babu, Aamani, Ranjitha in lead roles. The music of the film was composed by S. V. Krishna Reddy.",140,6.4,50
Billa Ranga,1982,A,"Action, Crime, Family",Two local ne'er-do-wells enjoy a carefree existence until life throws them a curve ball.,113,7.8,50
Vicky Dada,1989,A,"Action, Crime","This is the story of a law-abiding young man, Vikram who is studying law to protect the rights of innocents. After attaining his credentials as a lawyer, he is aghast at the way the courts ...                See full summary »",0,7.4,50
9 Nelalu,2001,U,Drama,"Surendra marries Savitri, an orphan. In a turn of events, Surendra meets with an accident and needs money to undergo an operation. Will Savitri be able to raise funds to save her husband's life?",0,7.3,49
